frame_id,knee_angle_r,knee_angle_l,elbow_angle_r,elbow_angle_l,hip_angle_r,hip_angle_l,shoulder_angle_r,shoulder_angle_l
15,176.13054497188887,169.63385889336317,153.7157645566534,152.3233819865607,158.16818399476378,147.53798782641346,106.0482686127933,104.09686205624669
16,176.62044818544257,169.38501879400118,159.7834251484729,155.27415463669334,159.86258975383205,146.2568588665827,112.90551727539727,107.99099369618307
17,176.2525826880426,168.26884090504586,153.93263289744243,156.17359011478973,161.687340852377,144.12553416856952,110.66780363895734,111.06391726050289
18,176.48297186484294,167.30735363190723,155.32561274223838,155.0607936489315,162.69026969877248,142.57312669384936,109.9547517219577,112.3527531172853
19,176.74952811606457,166.29468330497735,148.62737694350633,154.11856694004138,163.40891170872055,140.8620341116522,104.62639890138549,113.45809119772142
20,177.21303002835623,164.25253045754877,136.68444143840227,152.79512670654907,166.50089268709047,137.33849771806436,97.22593794680522,115.55769671356768
21,178.2264957329243,162.35650710802176,139.68549987908435,153.77196063111407,169.0437268379435,134.67326509784513,102.70913719573089,117.3619360210481
22,178.38583838851397,160.1659920358422,141.6285060527443,149.82439893460457,170.33942780128598,131.65676638894172,110.85661442558902,118.98825870800457
23,178.13362956911024,156.9625119392419,142.29873674078965,153.44723085862182,170.7469721845519,128.43940107597018,108.99207516333924,119.44004643600248
24,177.3768723202404,152.789695430942,142.6736226968126,154.94622581934118,171.79134394244736,125.02695446528658,113.52295217025835,120.7673588640198
25,176.3198034325535,148.64608223574058,142.12020454482146,154.8617626439311,172.96185016761805,121.87629184056915,117.51563943750804,121.13180289284897
26,175.63360392168684,144.50194950637425,144.03677570046358,156.2380422653013,173.75912979708121,118.18836267244825,120.15290885668088,122.10077848347346
27,174.57063473619954,140.15432510109866,128.99985448441785,155.8863599159536,174.0582284868205,115.19792704149357,110.48453871341623,121.59385196410318
28,172.31597758355161,135.92342715212175,126.38936415962579,156.03848571189275,173.25964181429615,111.40714793910641,111.61608871040009,121.68359740875508
29,169.12761700459754,129.9886353299212,103.89689691553235,156.3130161191623,171.40373945528776,107.59101526243902,88.5770307017275,122.30811557633646
30,167.9096517509625,125.04074273137353,114.63052078470163,155.61350992845036,170.6074921898723,104.61467902019969,98.10362318386754,122.68098773391274
31,167.7193268116399,124.13852422486552,55.48002046544611,159.33450493328465,170.15653677351767,104.30513344789702,39.14805778457146,122.24033642445826
32,166.67351894571965,121.17776723033768,53.814807710637574,158.79753690357916,169.17913928558144,102.59956313198435,35.576273133378514,122.1649526151309
33,165.76815790523835,119.21231977921806,56.01971723210653,154.95481941406064,167.82873866805633,101.52977502199495,38.30535473534267,119.90189459353083
34,165.10079156630874,116.58493273751952,82.47611543958305,159.0040041715432,167.19663348909214,99.20984992765645,62.024649240830975,121.24687266206621
35,163.14011633593344,112.59585241470498,88.10802031129329,159.94677181594054,165.41978029472475,96.22669144468064,68.82937035181932,122.11779717802361
36,161.47299569910552,108.41301390263968,64.1652779591427,158.7623392883563,163.80074750927167,93.67205641142283,46.96345265415417,122.0059037570899
37,160.89220658891952,106.67441928539368,92.41685847038438,158.38558043830992,163.12823090941134,92.57769192990693,73.57358681157791,121.00919480892114
38,159.31342993337023,105.1744994945044,104.11098357004728,157.16627122214243,161.67149728973664,91.08656602708979,84.7331804755929,121.9386081434098
39,158.26586328609125,103.39787825395719,121.88422558523108,158.52232222939554,160.87547499115485,89.89406581513713,101.10719262913578,122.57452647790592
40,156.6218576882606,101.7707972242483,124.63393038361518,157.26790237197216,159.24316311399932,88.57538349591142,104.29102320863642,122.46123178682109
41,156.69596989022463,99.93418036737026,92.94118756071738,156.40240780151223,157.5970864951516,87.57932396403534,73.30054976048609,120.80113645158994
42,155.92307797952824,98.41524206298222,118.79758955538671,157.3621425857645,156.31181925984137,86.85713627072016,97.33926185369414,119.37949502235156
43,154.3852178175056,96.66195818033593,90.52498746492057,156.1820144247912,154.56483681931277,86.18371004048505,71.78427114210234,118.78312430677387
44,152.2603226308277,93.9696500943028,109.14302343159258,157.50923009493764,151.75021190729456,84.72541151033346,89.57932159438663,119.06523208264298
45,152.25979906628493,93.00347178798175,111.36724439256653,158.8314758132782,151.55877361012608,84.21802839409031,89.66585935888945,119.50776140283634
46,150.88848734894455,91.70650859566244,109.45364775110893,157.1332322233853,149.75525782713913,83.15296118917276,89.88139098920968,119.32521604162727
47,149.9998372934789,90.16806073904132,95.14759887005863,158.20726477166926,148.80733819939866,81.90303531210714,77.2857463065381,120.82159304322896
48,147.26374766036525,88.23429269546911,100.99151887962277,158.7570006766877,146.0713556452846,80.84990089976633,82.10177854150989,120.6092137454801
49,145.44374085541656,86.55198871654497,111.9453737552774,158.96811208106627,144.5991205531641,80.21379839679203,93.7465208327484,120.23033270010143
50,141.5749956516716,83.27609217779566,108.96130159979042,160.58421387473356,140.80043670883964,78.61596556558528,90.47247976118278,120.07199831070534
51,139.44485212760247,81.03516740057862,76.62020342035292,157.7196806774843,138.50924127307636,78.0026450857755,58.482207483953125,118.4843177773621
52,136.85503424640427,79.86156568760906,76.55437581092848,161.8015729506301,136.08312306039926,76.8535133066289,56.363725861219955,119.07636235129809
53,134.9075377025291,79.13587608873378,67.8431501748625,160.81065942386527,134.84229487084522,76.0035101918068,46.57991034613731,118.69985052013482
54,132.99912554738924,78.51219924853689,74.4517389815984,159.59399180809896,133.45072583362517,75.22912693311173,52.14091287704744,118.59485659471787
55,133.30716580841633,78.37239592107083,69.39783744714939,159.28233293375138,133.71744895748014,74.92223766705719,46.63549783879836,118.03545520745286
56,132.41266453797112,77.9418444712177,61.033597745505496,159.1371685968976,132.7704758052249,74.38818068344821,38.51162850185171,118.11468212833655
57,131.889584103868,77.35635672026626,57.40744597249896,159.83330390569986,131.91076384756724,73.82619158541016,31.638231626296545,118.5610679297186
58,129.72379106708132,76.43827399592634,57.734162808989176,161.98036081190074,129.4044537000074,72.78264196556022,32.10389547673398,118.69468145407821
59,127.86107679699349,75.83810701960272,59.573028313973644,164.21022476292814,127.66425228954515,72.10775117083905,31.86276606759234,118.97520429916027
60,125.11117212982236,75.30183520948489,55.8476840474725,163.24079743283832,124.93216280197362,70.9841124114257,28.67850941794786,117.78044705958183
61,123.13737070937914,75.30224237098615,52.24659834512216,164.2265964281244,121.73552583057312,70.77073695795347,26.68000883987408,118.27356144932348
62,122.57087774233337,75.24811837078288,55.0670441747985,163.917177453393,121.11107109848729,70.54535177767531,29.142454564294624,117.39644058323546
63,118.41746309812167,74.87919527571351,51.12647498656526,164.76757696180516,117.0901742742031,70.40234555609565,24.360792060092106,117.19659197819152
64,113.11001297319505,73.8914327499385,49.281057894432486,164.88573810266092,111.9283647358247,69.35737844160083,22.822852016933524,117.60522402091146
65,111.69049586116546,73.69482052126297,51.85914291448078,164.9485103678996,110.48648951030265,69.01550331252629,25.486357603993916,118.47543974860612
66,110.2495913831824,73.05909779453569,54.54751339525759,166.39046602031527,109.13485953945639,68.30738304513166,26.965695744163124,119.45980103599317
67,107.8898650467097,73.07776938373597,55.07617931649515,166.16013893774817,107.5055993281946,68.70964823978301,27.09393601434396,118.72615055008318
68,106.2178283325943,73.27951009308553,53.412557372586235,165.72725294559123,106.71585742449872,68.55433184206854,24.868006864390008,118.56605279637874
69,106.47164325440119,73.29250769730749,49.46020771823776,165.94170358839168,107.53142209846958,68.52908973552115,20.60876827044382,118.6552053800505
70,104.72081306835864,73.1350093156398,49.082814216443786,166.16459311639548,105.96301789721375,68.44871653015346,20.258982562828052,118.93861482924584
71,103.31890373631393,73.23418076642521,49.466330590316566,165.1434220200639,104.30041906839841,68.61016469722931,20.884436207860453,118.92075092432552
72,103.29403033421777,73.19222589446726,47.78748501263244,164.7103837346195,104.37200267193134,68.52719855957216,18.554029604946972,118.95036336688263
73,103.55202237994887,73.01789139500237,43.550095235361134,164.3457311865643,104.60012117516831,68.34573992164499,13.317148474721048,118.85094227947675
74,103.91880690192573,72.84000918914717,40.68665252928259,163.67980517085806,105.16810322337615,68.27991473368783,10.18032473673404,118.77811581905348
75,103.7937038264646,72.8692368678889,42.65518554122595,163.47223693722927,105.58435501146035,68.23136737807238,11.06735592592807,118.76725275274313
76,103.76649243170898,72.75529672790401,44.14132581043144,163.2081580508406,105.77996479151281,67.84164069864045,12.462398271873123,119.02116278455439
77,102.85426936782778,72.52549477478142,44.41749449913379,163.6326319084829,105.0335926657038,67.46033718257078,12.683174283944776,119.03216350059175
78,102.4026692411541,72.18245050028538,43.25088619270132,163.68518203886254,104.50693193894186,67.07458152133306,12.541205078782244,118.94846261281069
79,102.22428258666088,72.13350007910108,43.587664315753585,163.30970683922763,104.31311187161006,67.05882965092148,13.774082588524264,118.6437165787645
80,101.65463899455945,72.07474213038138,47.12819607433155,163.1449265662126,103.66081808610716,67.03251482723807,17.531263433553608,118.56521235078922
81,101.61137001717084,72.03557046803805,50.255640143222024,162.69390467615526,103.3451936229856,67.00848217871626,20.59560966263878,118.52766251380906
82,101.6395381019475,72.2197862551861,48.15683737974076,161.65605380870855,102.91967385700225,67.1812405585273,19.319242014529163,118.38734163860745
83,101.19100936723275,72.33481103382624,46.68087756061022,161.4139020098187,102.6226163559563,67.34834808333729,18.465103321475993,118.20757754270241
84,102.07220435428592,72.69272840001248,52.30126689448195,159.9358628615097,103.66694049572428,67.86615493579326,23.35030510757194,117.09766870294351
85,102.16061828246713,73.26156762445918,51.44725888683921,159.44114041608339,104.04328187114238,69.20763915763386,23.03206917446678,115.50785199716337
86,106.70167647620922,74.54879218453146,30.123731918356103,160.7508437926279,108.5502276530929,70.82041826574554,5.989826041075078,114.50359192374671
87,111.06991495246304,77.16909230111006,22.117220039650388,160.06210855854113,114.25522232532836,72.79642536350653,1.9044236115872426,113.5655398170214
88,115.84445113735295,79.3777363674907,22.43337463829077,161.16941608294027,119.87645843460027,73.63769344779666,1.7418434629993291,115.08371373539937
89,123.4321781299081,83.60693820503622,24.837288396443835,160.73126014755732,127.21651899848749,76.57401547029615,0.2661465077796071,115.17027751722678
90,131.9965469967937,87.66167777460447,29.292837362241634,167.3069383474261,135.7563034988302,80.19290009685082,1.0663741876787753,117.07790198782901
91,137.59170694924566,89.14455692727239,32.84783043647764,161.97706761618852,140.08935483040062,81.51997812206099,8.658936215775679,114.18988164461413
92,146.31500582514732,94.38511129438889,54.00933424087294,164.378011863627,147.94043519113683,85.27497849883754,36.26911270939827,114.54051557422004
93,151.22712167966841,97.82902868222497,50.15153296342053,166.4569879833487,151.9019858884453,88.36716897738681,31.439072937555395,116.14839116212758
94,156.92951496074247,102.12418325043996,48.376783739057934,164.40392541154452,157.60668735581396,92.50257797120534,27.053419309370888,113.01318369448562
95,159.94169150516512,105.41937832718698,35.309560616150435,162.17763894869265,160.34696382812433,95.93876003695736,12.569942278235516,112.69873287545454
96,162.74758074821466,110.6248474311284,16.746195133371618,161.022050458008,163.00952378205872,99.91861107815544,8.522637539420376,112.73838714671943
97,164.1415040686033,113.217008668689,25.762731826934747,158.8650270379947,164.7563528941692,101.73520615298534,0.1617696249685482,111.97159806865122
98,165.50811331530278,117.63958154279375,35.10570578240532,161.0399072646022,167.08084043220313,104.752580920783,10.001806601059242,113.36205910476785
99,166.40428936205294,121.89024401325581,10.549166563862826,163.35061892592032,168.2846559373058,107.35847580627478,8.90745652238196,113.39796956636226
100,166.28153001035164,126.80778185820246,5.247081315891499,161.15954511835767,168.7603598877651,110.97632753166688,22.177678160480585,112.8126802869703
101,166.8148633083737,131.79454392351494,18.05042433944928,161.8222711488449,168.23580944748772,115.68237077491588,34.95865140143504,110.70853196671742
102,167.3868934486142,136.40317480460098,81.83138925824595,165.13315289756517,167.5340608270387,119.7854897438179,100.28241544442739,108.99442925561077
103,167.83676891819744,139.44888819989143,43.14340416556006,157.53184363516752,166.5259455400945,122.34934812281317,26.448923369930323,105.54919540415713
104,169.3683059087998,144.57755947290403,63.529060982118025,155.99885250098274,166.15034633059338,125.95784148892541,47.270031931780395,103.02393546290513
105,171.05855592622572,148.81042380114476,30.291784877688873,158.7512404778107,166.96288987054345,128.35811828748575,4.315601049307831,103.4629139601425
106,172.3189554463736,152.98910491042992,18.03133591100484,157.5675986210031,166.91614383623667,131.34745132672222,7.987803237677629,105.13231200949964
107,173.91088286664404,155.85579344994608,45.47313404172583,159.26825634947753,166.42585236350556,134.1099618923724,18.03103913325191,104.79290367456338
108,175.25819996018814,158.36681138061775,24.61720779040681,160.4226548094491,166.35930801042298,136.11052649274595,0.814240993271178,106.32251501550087
109,176.3463230565081,161.3196520084337,37.97300340775637,157.11041210587143,166.3717521167411,138.13716173584598,11.926450529820297,103.73930375981983
110,177.67744424460662,162.71238503355823,78.49482779316932,155.89982994323273,166.29915536520573,139.49123832422669,58.96586050078631,103.42319847257804
111,177.154767562099,163.2097823906151,53.49093123140331,156.4679776041519,164.45823613625515,140.56670758733796,29.32986617187412,102.794045116456
112,177.77934175908715,163.04691999392244,56.19126353001422,155.98027804334546,164.49890900537707,140.62140159976872,30.870623711853316,102.76687401827017
113,177.84912672583505,163.62201886432067,49.9796882628674,155.2186280037206,163.44769616326448,141.41792126409436,25.64878136880321,101.6221053880861
114,177.94927751414176,163.9929422970073,52.551858225527546,152.9812282649546,163.0931727272543,141.8001693945989,30.8364465851498,100.3970106834962
115,177.8265282809849,164.70400675157208,50.079297766676184,153.72718184136644,162.84720763255473,142.1019652799565,27.873910530349665,100.9311922903716
116,177.61172434617447,164.39940031717586,64.01733797188223,153.86006991345135,163.00743095983114,141.8621398978141,45.40419443757964,100.96674705333854
117,177.70364418876534,164.74732600629494,76.6094316117054,153.5208226346915,162.55011923979575,142.35333605476026,54.65332423209726,101.10274782724005
118,177.51995366153778,165.13752027168948,78.58564319180091,153.466041453055,162.46744593341108,142.71016575591915,58.93473636013048,100.84259759756623
119,177.76119665932984,165.0372839119533,79.33825325399822,152.80879575978946,162.77405299633978,142.60960148888765,65.39524177515932,100.63123880101435
120,178.10071317199376,164.96223201162525,79.85958892880886,152.52557155841538,163.1416057876194,142.22543213757208,67.45212845135916,100.99346633404518
121,178.04462871323935,165.01107563234262,78.56444221810061,152.38171028265228,163.81015194195834,142.1249187905426,65.65710496307268,101.17342065635529
122,178.16596350026006,164.95913611013404,74.8892717299664,152.0193456322991,163.99459862229918,142.1349298687195,63.28417078402746,100.7461761415038
123,178.35944664496594,164.93478996266035,75.86961636545617,151.90304340720752,163.9739540688767,142.08684776646373,62.79789484095972,100.89268840702313
124,178.34253861250255,165.01198601726787,75.69928508568348,151.36298001650223,164.5923900170881,141.62441871268268,59.64263647999053,102.1863852316795
125,177.21132656984435,163.76125121241512,86.8952419788995,152.86432207610878,164.03847911983817,140.13589826423848,59.97072943765453,106.54271025566908
126,176.89673670101533,159.23965365515755,110.57759873423402,154.49561717676096,164.91841188578553,136.00419062816746,83.33839843739653,110.50537013291127
127,176.09801296277325,155.63035124947646,121.6649294712632,155.9017387581029,164.72714493883404,133.34895370112915,96.57601047999383,112.41785746274059
128,173.50912689992452,150.59542738792254,113.05608066685514,153.222682018686,164.26334524816855,130.1945057131236,89.091399894495,113.41721617715687
129,171.59028308097496,145.78793256257234,111.93753439988609,153.91204829356263,163.0578115797337,127.22659053484976,91.70992308023227,113.10119201897331
130,170.4217808896108,139.94023275413937,102.23911284345533,153.946224867182,162.68171115152117,123.20337055579695,84.3648235938727,116.12204499232041
131,168.6679067341216,134.879005224799,104.8415785117131,156.3432841914037,163.35974451812746,118.75485521396935,82.8840620266758,116.04048511756149
132,167.956508604029,129.40487930838108,65.91778653456431,157.8098488156107,162.80066323257984,114.51333614449187,40.94233168825663,113.7887197685927
133,166.7543680507055,129.24866285243277,97.30159430079439,153.9745697051525,162.65608138675844,113.00880644083044,73.18240708771887,114.38710975242194
134,165.29718070022034,125.36400190634674,99.99622971029099,155.0530873811582,163.50010577822502,109.16487215675662,79.90475788397686,115.69404596730341
135,163.70671503164388,121.59567799510846,90.04584236029837,160.17134472232473,162.00012572620238,106.77424322286534,69.62382279047097,114.49120376376162
136,161.90102107872784,118.93956962872991,66.91688304282067,158.9533505548455,160.44526007682882,104.44843082358342,46.85836317250782,115.01683948127415
137,160.64116337454757,115.16426826295924,77.83046883210766,162.81313765320502,160.98835303189855,101.21297616131407,52.55761360057391,114.25315757860892
138,158.3385022783837,111.32493611293063,77.78884994786404,164.07958303540585,158.81812085076987,97.32453804113072,52.98316204609993,115.34487009537537
139,156.31096162502038,109.32323599118838,36.511356441234135,162.87263305756818,156.78840944626944,95.9947950071272,20.590791830662887,115.3113227506652
140,153.09463068655361,105.74699610540813,36.72559666447945,162.13876191762256,153.6077374067269,93.60855677360091,15.728779430987371,114.43998401925673
141,150.19451806772003,102.88594904135212,44.04566051941242,163.17187731199652,150.8875696337414,91.6686313066172,19.30634440662606,114.84559449422684
142,147.46472959141389,101.63024354016919,47.4020206920087,162.80148769436624,148.26196272668895,90.35689438416019,20.898590606395913,115.37235279093785
143,144.14806092803,99.62304797889935,45.70986578128702,163.5649741470016,144.94248536107045,88.57750374535946,14.623125405573242,114.19891018759894
144,140.77520804986898,97.44902313187585,45.79102513480138,166.34134642981354,141.83441401005,87.13783523392543,12.645204820311617,113.23319453276383
145,141.22994522391443,96.24379267120857,36.9796405918647,164.95258967679277,142.32003669053327,86.48920165130333,3.680684563841155,112.20732795655877
146,138.0346110080733,94.15515418915768,38.95687644678982,165.0083383339039,139.31940926765134,84.91144407173412,1.7398587651074346,111.54143529808259
147,133.64167351497616,92.08030753909007,44.358042381187374,164.60572797219726,134.96595723409513,83.15143017028613,1.4779100699364704,113.12385930432181
148,129.56906002065756,90.31253745111145,41.33826396210233,162.98311860925912,130.72091765983092,81.57286167637072,6.0663043105941075,112.12974891639821
149,126.14454062651309,88.19950364474202,42.48567884639271,161.88980249063465,127.66920639265064,79.98034830166709,7.453812579620871,110.30323834219287
150,122.72961345022897,85.55810490558,42.75927853746352,161.42139154191128,124.02515935311848,78.07654777544685,5.8437003274480945,110.61303169898129
151,122.23483813913779,84.42221278948944,38.71849557077622,163.05034758326457,123.42758220503444,77.76027194952354,3.2683848831962488,111.52216712429534
152,118.06512960684847,82.64083756434053,39.2477748572229,162.28720574531695,118.78003898861218,76.52847650956726,2.670155617579412,112.40402610494444
153,116.90898589316032,82.20850279419008,41.00399594016694,160.73016918768496,118.58685708397549,75.75093303824603,5.029038022805915,110.91758399810196
154,115.63300025396471,81.50123425227183,37.642516164409024,159.10874970884763,117.25526821887318,74.77614640705464,3.6841274792171648,110.13816919856328
155,112.34589581277915,80.72753356986134,37.60154606654773,159.95235857885746,113.92092616157586,74.32373450895908,4.596317956821695,109.68090160694183
156,109.11470541908461,79.58853351667146,38.497332350760345,161.41578958705125,110.5946493516695,73.36448585829912,4.4783001006058365,111.57104361997231
157,109.61962850444179,79.34510265102216,40.260109832760335,163.9753718478712,111.45019564401744,73.2819785233185,3.598077460566056,113.5485938034192
158,108.8263240402981,78.75398439820252,42.022673979104226,162.99192063362884,111.00288304701844,72.83228862729929,1.739242399324279,113.50395606370775
159,108.37540963545838,78.21024585858586,44.96973469084205,162.9327831064194,110.47792132126152,72.42382857488602,0.09162973710444743,111.84323337922542
160,107.03304197013627,77.3266487592583,45.67843661947922,163.8164179134274,108.98756551627407,71.60457406335561,0.8763883501006656,112.89363553280998
161,102.80480856604909,76.24810113943272,37.61591626503888,164.6133135351015,103.68432834471112,70.93447451667116,2.214415194553327,113.47928735891992
162,103.61795279844002,75.85266015227215,48.90993866440991,165.4980752310388,103.79069259434823,70.31989116376946,4.841848733950458,114.69298188142714
163,103.95890049327338,75.17354005757953,42.90248973241744,165.19170603498912,103.43219262098641,70.03879928948429,5.562530823469345,115.21520943587056
164,101.89298635348516,74.18390025154984,40.33759136832853,164.87467244349156,100.18251251330217,69.7645947091432,4.628222751087605,114.82532932181502
165,100.39132799948113,73.54003956674966,39.36411510530049,164.60498130641122,98.70867159727239,69.23667415900832,4.265949896700573,114.944469785712
166,98.5566007462436,73.09795097118833,42.141507319788055,164.57086408662667,96.92127050286597,68.79105449014862,3.8728448557399093,114.87407132764292
167,99.2028168796429,72.96677636664842,37.943363408579785,164.22844778362625,97.75464743110237,68.86882415729028,3.51099453701592,114.42323792516511
168,99.11642862668987,72.75092180865802,41.76548235210888,164.02175394951854,98.0176683515228,68.82777485959417,2.102565680870007,113.73476167839821
169,98.62754546362245,72.3329209542852,38.63875855714544,163.93436479414888,97.51240035366138,68.36537209387478,0.6272643602934123,113.20952402132893
170,99.00926023789495,72.25478370089004,40.71105609343597,164.4191137788252,98.02102662486564,68.45184799821595,0.7712872883480069,112.1662807286426
171,99.59692569630232,72.33290432463609,43.83134151344866,163.52492325156507,98.46348298536972,68.40962734985766,0.1638367648863892,112.52382993239077
172,99.9887571224624,72.3553454698146,45.8867800527932,163.76920927723464,99.10480808646524,68.33795046747544,1.0212027614453951,112.34080820670636
173,100.271953341855,72.31331076973309,44.48390689430367,163.5354953669169,99.36433272243941,68.79658316266384,1.3179217264924898,111.9047586707772
174,102.46115015083238,72.84398219020254,44.786698081765095,162.82620652546595,101.61892542002286,69.50739605205449,1.3133516940305532,111.35385446903636
175,104.44233525024384,73.56597806566107,45.11639855678504,163.23251989056322,103.82687211016575,70.24342244669195,0.7925771403432968,110.98732070842334
176,106.24589898089563,74.06099084708671,44.79281485803235,162.4436660635418,106.00562492591503,70.73470738226509,1.2290831047390018,110.97195524535678
177,108.5186949793526,75.2435199536378,43.81674174232243,162.0638664804112,107.96323445112358,71.6920062544901,1.8311390319517102,112.89962938044845
178,115.99655122463923,78.01966177049825,39.869501011171764,160.54509476040766,116.42535681401576,73.9952769878525,4.241100177789091,111.94248871883464
179,122.3565074423547,80.74289828616638,37.152947060791966,161.45852951574494,123.55072175450263,76.03547375914938,5.631096541898202,111.27829427002061
180,132.9225704205165,85.90410204457096,42.4832039240377,160.74323480550612,134.52207700748505,80.63328703746281,8.808557648376524,107.29652479686382
181,133.35788243559267,87.39201730539722,35.76407352796645,162.10019364614038,135.58761863983776,81.88734644855914,7.634525232478211,110.05934210337338
182,140.02448657255198,91.2984319136827,36.80729279470378,160.86491873616177,142.07123312295096,85.11475619455601,7.50225715802201,108.36965855139331
183,143.8046656349464,93.76429197796331,31.5550812718645,164.086227377697,145.42795209829697,87.17344585748317,9.843372112701504,109.84447430401576
184,148.56239081288658,96.91085456649091,25.384299036732624,163.2305669483696,149.53914446401535,90.0866860889388,7.963773749833928,110.33917348227772
185,154.0205123315036,101.90103482497636,23.737246691335667,164.12695622394543,154.93698587199407,93.53253582365282,10.168882190679026,112.08416051795174
186,157.55100907527333,106.59727339269807,27.292978693662228,164.08475927861338,159.0256921862711,97.07920230485662,9.180624054255471,112.17845468444106
187,159.37970180844826,110.80451051995196,21.518745046114216,160.1599742493294,161.14808133831133,98.95214933998302,8.282332075263104,111.39999814238391
188,161.19261926138213,114.2506487280265,28.229070624494916,160.83249707973084,162.7958285044966,101.56937642812859,10.924542685785566,111.28430714221243
189,162.17065235755933,118.8810739543394,23.967283459321898,163.43105780814435,164.4643037349091,104.7371091087592,11.703500564826697,112.76056174782396
190,163.03463731220037,122.9913245491966,13.249671529335338,162.94760835984016,165.21605868078464,107.61529666015612,18.119717846449888,114.11639152510313
191,164.3370466970472,126.39958410944257,22.63056215507395,165.1641214235598,165.53297401660475,110.98345609050318,8.716670980593491,112.89763473183126
192,164.86679250936308,130.8014895415025,23.871309725986542,164.99571400829447,165.77856081320982,114.33448026068463,2.479318801263113,114.36786373670385
193,163.8140222071611,132.88084723025855,30.62820855830333,158.43007952337274,162.4973127449293,117.94811677495449,3.5817952449994834,108.24060514167302
194,165.1933325777076,139.95059089943535,31.080088759862164,158.00666425133025,162.1152325142892,122.63368777510793,7.099377270525881,107.75868085996937
195,169.15079452715707,144.80839540635012,34.586002873077256,159.23147015650312,164.68462856835077,124.58676842152437,9.515299456340157,109.23148187044713
196,172.139208451917,149.54876557527734,52.23994167248351,160.72447570870784,166.16435813238033,127.23107777708172,33.85937503370888,108.96508919878436
197,174.30611191202,154.41100249514759,32.1361062500232,161.67695185019863,166.63580434685568,131.50181562209735,12.103956296519403,107.97762554085686
198,176.2400343630395,158.87672129644466,27.746792884688194,159.89587124144813,166.7460779814495,135.24099069462616,6.0681296098486746,106.25474273548754
199,177.83921520195992,161.37431514400095,26.328707231815663,158.02561779816455,167.02529511947603,137.2407760763207,6.854152094860414,104.88895229280735
200,178.26523046739266,164.93537468713174,28.570786055743465,158.32648497388666,167.12586753869638,139.3736765387004,8.206185719585259,105.49913610925734
201,178.63509132768252,167.20178037283532,11.71835616280796,157.86769469346305,166.33043969508137,142.33394544645532,12.994568934710719,103.29412552922741
